Lat,Lng,"TOTAL LOSS","PERCENTAGE LOSS",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"ACS Economics/Number of households/Total/Value","ACS Economics/Number of households/Total/Margin of error","ACS Economics/Median household income/Total/Value","ACS Economics/Median household income/Total/Margin of error","ACS Economics/Household income/Less than $10,000/Value","ACS Economics/Household income/Less than $10,000/Margin of error","ACS Economics/Household income/Less than $10,000/Percentage","ACS Economics/Household income/$10,000 to $14,999/Value","ACS Economics/Household income/$10,000 to $14,999/Margin of error","ACS Economics/Household income/$10,000 to $14,999/Percentage","ACS Economics/Household income/$15,000 to $19,999/Value","ACS Economics/Household income/$15,000 to $19,999/Margin of error","ACS Economics/Household income/$15,000 to $19,999/Percentage","ACS Economics/Household income/$20,000 to $24,999/Value","ACS Economics/Household income/$20,000 to $24,999/Margin of error","ACS Economics/Household income/$20,000 to $24,999/Percentage","ACS Economics/Household income/$25,000 to $29,999/Value","ACS Economics/Household income/$25,000 to $29,999/Margin of error","ACS Economics/Household income/$25,000 to $29,999/Percentage","ACS Economics/Household income/$30,000 to $34,999/Value","ACS Economics/Household income/$30,000 to $34,999/Margin of error","ACS Economics/Household income/$30,000 to $34,999/Percentage","ACS Economics/Household income/$35,000 to $39,999/Value","ACS Economics/Household income/$35,000 to $39,999/Margin of error","ACS Economics/Household income/$35,000 to $39,999/Percentage","ACS Economics/Household income/$40,000 to $44,999/Value","ACS Economics/Household income/$40,000 to $44,999/Margin of error","ACS Economics/Household income/$40,000 to $44,999/Percentage","ACS Economics/Household income/$45,000 to $49,999/Value","ACS Economics/Household income/$45,000 to $49,999/Margin of error","ACS Economics/Household income/$45,000 to $49,999/Percentage","ACS Economics/Household income/$50,000 to $59,999/Value","ACS Economics/Household income/$50,000 to $59,999/Margin of error","ACS Economics/Household income/$50,000 to $59,999/Percentage","ACS Economics/Household income/$60,000 to $74,999/Value","ACS Economics/Household income/$60,000 to $74,999/Margin of error","ACS Economics/Household income/$60,000 to $74,999/Percentage","ACS Economics/Household income/$75,000 to $99,999/Value","ACS Economics/Household income/$75,000 to $99,999/Margin of error","ACS Economics/Household income/$75,000 to $99,999/Percentage","ACS Economics/Household income/$100,000 to $124,999/Value","ACS Economics/Household income/$100,000 to $124,999/Margin of error","ACS Economics/Household income/$100,000 to $124,999/Percentage","ACS Economics/Household income/$125,000 to $149,999/Value","ACS Economics/Household income/$125,000 to $149,999/Margin of error","ACS Economics/Household income/$125,000 to $149,999/Percentage","ACS Economics/Household income/$150,000 to $199,999/Value","ACS Economics/Household income/$150,000 to $199,999/Margin of error","ACS Economics/Household income/$150,000 to $199,999/Percentage","ACS Economics/Household income/$200,000 or more/Value","ACS Economics/Household income/$200,000 or more/Margin of error","ACS Economics/Household income/$200,000 or more/Percentage","Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS (block)","Full FIPS (tract)","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
32.8052747,-96.8624886,25000,0.83,32.805331,-96.862317,1,rooftop,4830,"Lakawana St",,,Dallas,TX,"Dallas County",75247,US,Dallas,888,135,33075,10041,67,52,0.075,64,63,0.072,235,108,0.265,20,26,0.023,38,35,0.043,87,73,0.098,66,64,0.074,65,66,0.073,10,14,0.011,60,60,0.068,60,51,0.068,35,53,0.039,35,37,0.039,13,22,0.015,0,14,0,33,54,0.037,2021,48,48113,Dallas,4819000,010003,2175,2,481130100032175,48113010003,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8024907,-96.7889151,80,0,32.802277,-96.788201,0.99,rooftop,2101,"N Haskell Ave",,,Dallas,TX,"Dallas County",75204,US,Dallas,1250,180,22155,10684,325,138,0.26,165,118,0.132,110,99,0.088,71,58,0.057,38,45,0.03,47,45,0.038,52,63,0.042,0,14,0,0,14,0,27,31,0.022,105,89,0.084,143,68,0.114,82,84,0.066,14,22,0.011,41,45,0.033,30,34,0.024,2021,48,48113,Dallas,4819000,001601,1012,1,481130016011012,48113001601,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7160056,-96.71363,5500,5.21,32.715957,-96.713639,1,rooftop,6306,"Bellbrook Dr",,,Dallas,TX,"Dallas County",75217,US,Dallas,827,158,28828,6338,209,118,0.253,23,37,0.028,28,35,0.034,89,59,0.108,87,77,0.105,92,85,0.111,41,42,0.05,30,46,0.036,0,14,0,38,35,0.046,85,60,0.103,94,79,0.114,0,14,0,0,14,0,11,20,0.013,0,14,0,2021,48,48113,Dallas,4819000,009304,4002,4,481130093044002,48113009304,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.742602,-96.8469303,195000,51.77,32.742628,-96.846976,1,rooftop,315,"S Montclair Ave",,,Dallas,TX,"Dallas County",75208,US,Dallas,443,95,82639,40529,16,17,0.036,9,14,0.02,0,14,0,33,36,0.074,13,20,0.029,51,62,0.115,20,32,0.045,0,14,0,0,14,0,48,37,0.108,16,19,0.036,33,28,0.074,77,49,0.174,51,42,0.115,34,36,0.077,42,32,0.095,2021,48,48113,Dallas,4819000,005200,1021,1,481130052001021,48113005200,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.807407,-96.7801314,80000,25,32.807404,-96.780114,1,rooftop,4709,"Monarch St",,,Dallas,TX,"Dallas County",75204,US,Dallas,644,149,65833,34611,68,88,0.106,71,57,0.11,0,14,0,0,14,0,22,34,0.034,21,33,0.033,26,42,0.04,41,66,0.064,44,50,0.068,18,30,0.028,68,70,0.106,104,89,0.161,14,24,0.022,79,76,0.123,0,14,0,68,52,0.106,2021,48,48113,Dallas,4819000,000801,1006,1,481130008011006,48113000801,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8077779,-96.7799422,2000,0.16,32.807706,-96.780043,1,rooftop,2009,"N Prairie Ave",,,Dallas,TX,"Dallas County",75204,US,Dallas,644,149,65833,34611,68,88,0.106,71,57,0.11,0,14,0,0,14,0,22,34,0.034,21,33,0.033,26,42,0.04,41,66,0.064,44,50,0.068,18,30,0.028,68,70,0.106,104,89,0.161,14,24,0.022,79,76,0.123,0,14,0,68,52,0.106,2021,48,48113,Dallas,4819000,000801,1006,1,481130008011006,48113000801,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.6604333,-96.7833109,30000,35.17,32.660693,-96.78317,1,rooftop,7220,"S Lancaster Rd",,,Dallas,TX,"Dallas County",75241,US,Dallas,1112,262,26513,12046,204,162,0.183,114,100,0.103,75,92,0.067,140,136,0.126,104,117,0.094,12,20,0.011,96,95,0.086,22,34,0.02,161,174,0.145,146,135,0.131,0,14,0,26,43,0.023,0,14,0,0,14,0,12,27,0.011,0,14,0,2021,48,48113,Dallas,4819000,016711,1016,1,481130167111016,48113016711,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8661412,-96.873237,1000,0.4,32.866034,-96.872893,0.99,rooftop,3130,"Lombardy Ln",,,Dallas,TX,"Dallas County",75220,US,Dallas,622,163,36218,10158,0,14,0,0,14,0,57,64,0.092,77,74,0.124,128,103,0.206,30,48,0.048,64,56,0.103,90,81,0.145,26,42,0.042,63,70,0.101,0,14,0,52,44,0.084,35,57,0.056,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,007204,1001,1,481130072041001,48113007204,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8934523,-96.7162876,500,0.01,32.893486,-96.716273,1,rooftop,10028,"Royal Ln",,,Dallas,TX,"Dallas County",75238,US,Dallas,782,119,108421,16843,0,14,0,47,63,0.06,57,57,0.073,76,57,0.097,31,28,0.04,0,14,0,16,17,0.02,10,16,0.013,7,11,0.009,28,25,0.036,37,36,0.047,47,37,0.06,106,49,0.136,115,74,0.147,66,39,0.084,139,68,0.178,2021,48,48113,Dallas,4819000,013009,1010,1,481130130091010,48113013009,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
33.0039587,-96.8283586,2000,0.02,33.004814,-96.826858,0.97,rooftop,4607,"Timberglen Rd",,,Dallas,TX,"Collin County",75287,US,Plano,651,211,60841,10000,37,44,0.057,8,17,0.012,0,14,0,0,14,0,59,86,0.091,0,14,0,30,26,0.046,0,14,0,40,65,0.061,134,104,0.206,154,93,0.237,84,70,0.129,92,76,0.141,0,14,0,0,14,0,13,21,0.02,2021,48,48085,Dallas,4819000,031713,2004,2,480850317132004,48085031713,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.6564141,-96.8255222,500,0.5,32.656495,-96.825703,1,rooftop,7611,"Ryanridge Dr",,,Dallas,TX,"Dallas County",75232,US,Dallas,555,100,44178,11482,46,40,0.083,9,14,0.016,86,56,0.155,11,20,0.02,40,32,0.072,37,39,0.067,14,17,0.025,47,36,0.085,22,35,0.04,105,77,0.189,27,27,0.049,55,49,0.099,15,24,0.027,12,20,0.022,29,43,0.052,0,14,0,2021,48,48113,Dallas,4819000,011105,1018,1,481130111051018,48113011105,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.9360826,-96.7572198,0,0,32.935771,-96.757315,0.99,rooftop,8550,"Midpark Rd",,,Dallas,TX,"Dallas County",75240,US,Dallas,481,88,21250,5589,56,39,0.116,61,45,0.127,109,64,0.227,74,51,0.154,13,16,0.027,23,24,0.048,41,40,0.085,22,25,0.046,43,39,0.089,22,30,0.046,7,11,0.015,0,14,0,0,14,0,0,14,0,10,17,0.021,0,14,0,2021,48,48113,Dallas,4819000,019213,1001,1,481130192131001,48113019213,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7500477,-96.6647934,300,0.07,32.750051,-96.664917,1,rooftop,2124,"N Prairie Creek Rd",,,Dallas,TX,"Dallas County",75227,US,Dallas,489,146,35491,8647,64,64,0.131,58,48,0.119,62,60,0.127,0,14,0,14,24,0.029,30,48,0.061,114,96,0.233,0,14,0,28,31,0.057,41,51,0.084,0,14,0,39,44,0.08,39,51,0.08,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,009002,2011,2,481130090022011,48113009002,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8813327,-96.7886223,5000,0.23,32.881421,-96.788611,1,rooftop,6731,"Stichter Ave",,,Dallas,TX,"Dallas County",75230,US,Dallas,375,72,224792,110535,0,14,0,0,14,0,0,14,0,0,14,0,0,14,0,10,16,0.027,0,14,0,11,18,0.029,0,14,0,0,14,0,10,15,0.027,26,24,0.069,35,26,0.093,77,64,0.205,0,14,0,206,62,0.549,2021,48,48113,Dallas,4819000,007604,2025,2,481130076042025,48113007604,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8046686,-96.7995351,5000,2.65,32.804657,-96.799522,1,rooftop,3301,"McKinney Ave",,,Dallas,TX,"Dallas County",75204,US,Dallas,939,191,70417,26523,37,42,0.039,0,14,0,0,14,0,21,33,0.022,80,115,0.085,43,43,0.046,98,62,0.104,16,26,0.017,16,25,0.017,74,87,0.079,97,79,0.103,204,115,0.217,105,72,0.112,20,33,0.021,13,21,0.014,115,99,0.122,2021,48,48113,Dallas,4819000,001801,2004,2,481130018012004,48113001801,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7792334,-96.8496107,27500,32.16,32.779175,-96.849596,1,rooftop,1832,"Toronto St",,,Dallas,TX,"Dallas County",75212,US,Dallas,574,122,31250,20214,133,91,0.232,9,14,0.016,0,14,0,57,54,0.099,64,64,0.111,58,54,0.101,0,14,0,0,14,0,32,58,0.056,104,86,0.181,80,62,0.139,12,17,0.021,0,14,0,0,14,0,0,14,0,25,25,0.044,2021,48,48113,Dallas,4819000,010101,1040,1,481130101011040,48113010101,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7199344,-96.6753605,0,0,32.72011,-96.6754,1,rooftop,8417,"Elam Rd",,,Dallas,TX,"Dallas County",75217,US,Dallas,542,129,42500,17698,26,42,0.048,37,39,0.068,59,55,0.109,40,48,0.074,0,14,0,99,72,0.183,5,9,0.009,57,60,0.105,52,60,0.096,11,16,0.02,97,67,0.179,32,29,0.059,27,28,0.05,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,009202,1021,1,481130092021021,48113009202,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8586768,-96.7465557,21725,50,32.858786,-96.746527,1,rooftop,6108,"Abrams Rd",,,Dallas,TX,"Dallas County",75231,US,Dallas,503,116,34007,5827,72,62,0.143,83,55,0.165,16,21,0.032,4,9,0.008,25,40,0.05,65,69,0.129,72,62,0.143,12,19,0.024,8,13,0.016,43,49,0.085,41,50,0.082,52,46,0.103,0,14,0,0,14,0,10,17,0.02,0,14,0,2021,48,48113,Dallas,4819000,007809,1006,1,481130078091006,48113007809,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8586768,-96.7465557,18500,48.84,32.858786,-96.746527,1,rooftop,6108,"Abrams Rd",,,Dallas,TX,"Dallas County",75231,US,Dallas,503,116,34007,5827,72,62,0.143,83,55,0.165,16,21,0.032,4,9,0.008,25,40,0.05,65,69,0.129,72,62,0.143,12,19,0.024,8,13,0.016,43,49,0.085,41,50,0.082,52,46,0.103,0,14,0,0,14,0,10,17,0.02,0,14,0,2021,48,48113,Dallas,4819000,007809,1006,1,481130078091006,48113007809,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8586768,-96.7465557,24000,43.62,32.858786,-96.746527,1,rooftop,6108,"Abrams Rd",,,Dallas,TX,"Dallas County",75231,US,Dallas,503,116,34007,5827,72,62,0.143,83,55,0.165,16,21,0.032,4,9,0.008,25,40,0.05,65,69,0.129,72,62,0.143,12,19,0.024,8,13,0.016,43,49,0.085,41,50,0.082,52,46,0.103,0,14,0,0,14,0,10,17,0.02,0,14,0,2021,48,48113,Dallas,4819000,007809,1006,1,481130078091006,48113007809,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8586768,-96.7465557,18000,51.9,32.858786,-96.746527,1,rooftop,6108,"Abrams Rd",,,Dallas,TX,"Dallas County",75231,US,Dallas,503,116,34007,5827,72,62,0.143,83,55,0.165,16,21,0.032,4,9,0.008,25,40,0.05,65,69,0.129,72,62,0.143,12,19,0.024,8,13,0.016,43,49,0.085,41,50,0.082,52,46,0.103,0,14,0,0,14,0,10,17,0.02,0,14,0,2021,48,48113,Dallas,4819000,007809,1006,1,481130078091006,48113007809,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.9642089,-96.8168874,3000,0.03,32.964472,-96.816542,0.99,rooftop,5330,"Bent Tree Forest Dr",,,Dallas,TX,"Dallas County",75248,US,Dallas,591,168,66875,42392,40,66,0.068,29,35,0.049,13,20,0.022,0,14,0,16,29,0.027,15,25,0.025,14,23,0.024,0,14,0,37,40,0.063,36,39,0.061,107,106,0.181,68,44,0.115,97,87,0.164,29,33,0.049,0,14,0,90,78,0.152,2021,48,48113,Dallas,4819000,013620,2003,2,481130136202003,48113013620,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8709957,-96.8652009,950000,22.16,32.870902,-96.865787,0.99,rooftop,3304,"Chapel Creek Dr",,,Dallas,TX,"Dallas County",75220,US,Dallas,725,106,46058,17066,49,45,0.068,36,40,0.05,25,29,0.034,67,52,0.092,37,40,0.051,73,52,0.101,52,45,0.072,18,27,0.025,31,35,0.043,101,68,0.139,123,71,0.17,44,42,0.061,52,48,0.072,0,14,0,17,25,0.023,0,14,0,2021,48,48113,Dallas,4819000,009804,4006,4,481130098044006,48113009804,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.9163661,-96.8299392,1500,0.01,32.916392,-96.82922,0.99,rooftop,4605,"Ellensburg Dr",,,Dallas,TX,"Dallas County",75244,US,Dallas,641,91,132639,37839,33,24,0.051,0,14,0,8,12,0.012,0,14,0,23,38,0.036,42,42,0.066,8,13,0.012,6,10,0.009,10,17,0.016,14,17,0.022,34,27,0.053,58,44,0.09,75,54,0.117,36,28,0.056,40,31,0.062,254,75,0.396,2021,48,48113,Dallas,4819000,009603,3010,3,481130096033010,48113009603,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.854281,-96.6492384,1950,0.02,32.854501,-96.649815,0.99,rooftop,11710,"Ferguson Rd",,,Dallas,TX,"Dallas County",75228,US,Dallas,1416,223,28902,7140,39,61,0.028,251,157,0.177,104,101,0.073,148,123,0.105,202,151,0.143,88,83,0.062,59,45,0.042,132,116,0.093,135,126,0.095,0,14,0,182,132,0.129,0,14,0,56,65,0.04,20,35,0.014,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,012604,1004,1,481130126041004,48113012604,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8234701,-96.7072847,2750,4.61,32.823428,-96.707259,1,rooftop,8914,"Redondo Dr",,,Dallas,TX,"Dallas County",75218,US,Dallas,523,120,86888,21589,38,44,0.073,0,14,0,0,14,0,0,14,0,0,14,0,0,14,0,0,14,0,17,27,0.033,0,14,0,28,33,0.054,39,46,0.075,163,126,0.312,84,73,0.161,36,41,0.069,64,48,0.122,54,53,0.103,2021,48,48113,Dallas,4819000,008102,4008,4,481130081024008,48113008102,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8059577,-96.7704582,3000,3.9,32.805952,-96.770444,1,rooftop,5114,"Bryan St",,,Dallas,TX,"Dallas County",75206,US,Dallas,288,75,63889,57362,9,14,0.031,43,35,0.149,0,14,0,73,58,0.253,0,14,0,0,14,0,0,14,0,9,15,0.031,5,11,0.017,0,14,0,50,45,0.174,45,39,0.156,45,68,0.156,0,14,0,0,14,0,9,13,0.031,2021,48,48113,Dallas,4819000,001504,2004,2,481130015042004,48113001504,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7390024,-96.7992945,1000,1.92,32.739027,-96.799327,1,rooftop,1735,"Waco Ave",,,Dallas,TX,"Dallas County",75216,US,Dallas,308,112,40500,10963,43,43,0.14,18,20,0.058,11,19,0.036,29,46,0.094,0,14,0,34,41,0.11,9,16,0.029,73,67,0.237,0,14,0,33,46,0.107,53,61,0.172,0,14,0,5,11,0.016,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,004900,4001,4,481130210004001,48113021000,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7160056,-96.71363,80000,64,32.715957,-96.713639,1,rooftop,6306,"Bellbrook Dr",,,Dallas,TX,"Dallas County",75217,US,Dallas,827,158,28828,6338,209,118,0.253,23,37,0.028,28,35,0.034,89,59,0.108,87,77,0.105,92,85,0.111,41,42,0.05,30,46,0.036,0,14,0,38,35,0.046,85,60,0.103,94,79,0.114,0,14,0,0,14,0,11,20,0.013,0,14,0,2021,48,48113,Dallas,4819000,009304,4002,4,481130093044002,48113009304,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.9239341,-96.7874098,1000,0.01,32.924347,-96.787302,0.99,nearest_street,,I-635,,,Dallas,TX,"Dallas County",75240,US,"TIGER/Line® dataset from the US Census Bureau",769,150,124922,23183,0,14,0,28,32,0.036,0,14,0,21,38,0.027,0,14,0,0,14,0,0,14,0,38,44,0.049,0,14,0,27,30,0.035,31,36,0.04,62,94,0.081,181,157,0.235,66,53,0.086,62,54,0.081,253,119,0.329,2021,48,48113,Dallas,4819000,013201,1025,1,481130132011025,48113013201,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7640621,-96.6784245,50000,31.45,32.764084,-96.678467,1,rooftop,8252,"Scyene Cir",,,Dallas,TX,"Dallas County",75227,US,Dallas,927,199,48442,6432,79,93,0.085,71,84,0.077,13,21,0.014,58,71,0.063,40,47,0.043,38,63,0.041,50,53,0.054,0,14,0,155,124,0.167,68,81,0.073,86,81,0.093,88,81,0.095,83,77,0.09,48,56,0.052,30,52,0.032,20,30,0.022,2021,48,48113,Dallas,4819000,009001,2027,2,481130090012027,48113009001,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.6780104,-96.8055396,700,0.39,32.678032,-96.805529,1,rooftop,5614,"University Hills Blvd",,,Dallas,TX,"Dallas County",75241,US,Dallas,567,141,0,0,111,91,0.196,62,66,0.109,46,63,0.081,23,27,0.041,9,14,0.016,41,42,0.072,0,14,0,0,14,0,47,66,0.083,5,10,0.009,27,33,0.048,107,85,0.189,35,56,0.062,0,14,0,44,68,0.078,10,15,0.018,2021,48,48113,Dallas,4819000,011300,3025,3,481130113003025,48113011300,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7692726,-96.8398272,5000,5.19,32.769272,-96.839826,1,rooftop,1824,"N Winnetka Ave",,,Dallas,TX,"Dallas County",75208,US,Dallas,286,71,60595,12629,7,11,0.024,0,14,0,13,14,0.045,28,29,0.098,12,13,0.042,0,14,0,35,41,0.122,11,9,0.038,0,14,0,32,36,0.112,57,42,0.199,33,37,0.115,16,26,0.056,0,14,0,11,14,0.038,31,36,0.108,2021,48,48113,Dallas,4819000,004300,1089,1,481130043001089,48113004300,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.997503,-96.8682087,1500,0.01,32.998189,-96.86728,0.98,rooftop,2601,"Frankford Rd",,,Dallas,TX,"Denton County",75287,US,"Statewide TX",673,133,47901,3415,28,33,0.042,7,13,0.01,0,14,0,45,54,0.067,24,29,0.036,19,24,0.028,84,53,0.125,73,70,0.108,122,95,0.181,87,58,0.129,87,63,0.129,32,49,0.048,5,8,0.007,60,46,0.089,0,14,0,0,14,0,2021,48,48121,Dallas,4819000,021638,1003,1,481210216381003,48121021638,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8696146,-96.7612101,1000,0.02,32.869552,-96.761502,1,rooftop,5929,"Melody Ln",,,Dallas,TX,"Dallas County",75231,US,Dallas,444,127,21326,5985,54,55,0.122,29,47,0.065,104,83,0.234,87,70,0.196,63,71,0.142,33,42,0.074,0,14,0,59,57,0.133,0,14,0,0,14,0,15,24,0.034,0,14,0,0,14,0,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,007830,1000,1,481130078301000,48113007830,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.657781,-96.592356,2000,31.25,32.657785,-96.592361,1,rooftop,15235,"Budeudy Dr",,,Dallas,TX,"Dallas County",75253,US,Dallas,572,189,51091,22669,26,40,0.045,71,86,0.124,0,14,0,67,81,0.117,51,84,0.089,14,23,0.024,0,14,0,0,14,0,33,38,0.058,103,103,0.18,21,33,0.037,130,123,0.227,56,90,0.098,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,017005,1017,1,481130170051017,48113017005,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7100599,-96.6843,13500,16.56,32.710061,-96.684279,1,rooftop,8023,"Olusta Dr",,,Dallas,TX,"Dallas County",75217,US,Dallas,638,137,40000,13491,56,56,0.088,34,41,0.053,73,60,0.114,57,57,0.089,20,32,0.031,44,38,0.069,35,37,0.055,43,61,0.067,49,60,0.077,0,14,0,102,68,0.16,82,70,0.129,43,45,0.067,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,011601,2000,2,481130116012000,48113011601,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7823763,-96.8189389,2500,0.08,32.782418,-96.818698,1,rooftop,110,"Continental Ave",,,Dallas,TX,"Dallas County",75207,US,Dallas,1731,174,87480,10415,80,95,0.046,54,51,0.031,20,22,0.012,9,14,0.005,10,16,0.006,50,63,0.029,42,38,0.024,9,14,0.005,39,31,0.023,62,39,0.036,350,130,0.202,339,143,0.196,113,52,0.065,178,92,0.103,197,88,0.114,179,89,0.103,2021,48,48113,Dallas,4819000,010003,1030,1,481130100031030,48113010003,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8530805,-96.8792088,40000,40,32.852809,-96.879483,0.99,rooftop,9745,"Harry Hines Blvd",,,Dallas,TX,"Dallas County",75220,US,Dallas,888,135,33075,10041,67,52,0.075,64,63,0.072,235,108,0.265,20,26,0.023,38,35,0.043,87,73,0.098,66,64,0.074,65,66,0.073,10,14,0.011,60,60,0.068,60,51,0.068,35,53,0.039,35,37,0.039,13,22,0.015,0,14,0,33,54,0.037,2021,48,48113,Dallas,4819000,010001,2002,2,481130100012002,48113010001,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
