Lat,Lng,"TOTAL LOSS","PERCENTAGE LOSS",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"ACS Economics/Number of households/Total/Value","ACS Economics/Number of households/Total/Margin of error","ACS Economics/Median household income/Total/Value","ACS Economics/Median household income/Total/Margin of error","ACS Economics/Household income/Less than $10,000/Value","ACS Economics/Household income/Less than $10,000/Margin of error","ACS Economics/Household income/Less than $10,000/Percentage","ACS Economics/Household income/$10,000 to $14,999/Value","ACS Economics/Household income/$10,000 to $14,999/Margin of error","ACS Economics/Household income/$10,000 to $14,999/Percentage","ACS Economics/Household income/$15,000 to $19,999/Value","ACS Economics/Household income/$15,000 to $19,999/Margin of error","ACS Economics/Household income/$15,000 to $19,999/Percentage","ACS Economics/Household income/$20,000 to $24,999/Value","ACS Economics/Household income/$20,000 to $24,999/Margin of error","ACS Economics/Household income/$20,000 to $24,999/Percentage","ACS Economics/Household income/$25,000 to $29,999/Value","ACS Economics/Household income/$25,000 to $29,999/Margin of error","ACS Economics/Household income/$25,000 to $29,999/Percentage","ACS Economics/Household income/$30,000 to $34,999/Value","ACS Economics/Household income/$30,000 to $34,999/Margin of error","ACS Economics/Household income/$30,000 to $34,999/Percentage","ACS Economics/Household income/$35,000 to $39,999/Value","ACS Economics/Household income/$35,000 to $39,999/Margin of error","ACS Economics/Household income/$35,000 to $39,999/Percentage","ACS Economics/Household income/$40,000 to $44,999/Value","ACS Economics/Household income/$40,000 to $44,999/Margin of error","ACS Economics/Household income/$40,000 to $44,999/Percentage","ACS Economics/Household income/$45,000 to $49,999/Value","ACS Economics/Household income/$45,000 to $49,999/Margin of error","ACS Economics/Household income/$45,000 to $49,999/Percentage","ACS Economics/Household income/$50,000 to $59,999/Value","ACS Economics/Household income/$50,000 to $59,999/Margin of error","ACS Economics/Household income/$50,000 to $59,999/Percentage","ACS Economics/Household income/$60,000 to $74,999/Value","ACS Economics/Household income/$60,000 to $74,999/Margin of error","ACS Economics/Household income/$60,000 to $74,999/Percentage","ACS Economics/Household income/$75,000 to $99,999/Value","ACS Economics/Household income/$75,000 to $99,999/Margin of error","ACS Economics/Household income/$75,000 to $99,999/Percentage","ACS Economics/Household income/$100,000 to $124,999/Value","ACS Economics/Household income/$100,000 to $124,999/Margin of error","ACS Economics/Household income/$100,000 to $124,999/Percentage","ACS Economics/Household income/$125,000 to $149,999/Value","ACS Economics/Household income/$125,000 to $149,999/Margin of error","ACS Economics/Household income/$125,000 to $149,999/Percentage","ACS Economics/Household income/$150,000 to $199,999/Value","ACS Economics/Household income/$150,000 to $199,999/Margin of error","ACS Economics/Household income/$150,000 to $199,999/Percentage","ACS Economics/Household income/$200,000 or more/Value","ACS Economics/Household income/$200,000 or more/Margin of error","ACS Economics/Household income/$200,000 or more/Percentage","Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS (block)","Full FIPS (tract)","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
32.8626838,-96.7570222,95000,48.72,32.862902,-96.757014,1,rooftop,6145,"Summer Creek Cir",,,Dallas,TX,"Dallas County",75231,US,Dallas,981,100,35133,6662,89,62,0.091,28,27,0.029,86,55,0.088,50,38,0.051,136,73,0.139,96,62,0.098,135,74,0.138,72,44,0.073,89,58,0.091,14,16,0.014,91,62,0.093,57,45,0.058,7,11,0.007,20,24,0.02,11,22,0.011,0,14,0,2021,48,48113,Dallas,4819000,007819,2007,2,481130078192007,48113007819,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8626768,-96.7570263,1000,0.65,32.862902,-96.757014,1,rooftop,6145,"Summer Creek Cir",,,Dallas,TX,"Dallas County",75231,US,Dallas,981,100,35133,6662,89,62,0.091,28,27,0.029,86,55,0.088,50,38,0.051,136,73,0.139,96,62,0.098,135,74,0.138,72,44,0.073,89,58,0.091,14,16,0.014,91,62,0.093,57,45,0.058,7,11,0.007,20,24,0.02,11,22,0.011,0,14,0,2021,48,48113,Dallas,4819000,007819,2007,2,481130078192007,48113007819,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.811428,-96.8207532,70000,3.01,32.811353,-96.821004,1,rooftop,2526,"Arroyo Ave",,,Dallas,TX,"Dallas County",75219,US,Dallas,542,130,30625,18395,26,30,0.048,98,71,0.181,70,66,0.129,68,58,0.125,7,10,0.013,8,12,0.015,67,68,0.124,63,47,0.116,0,14,0,45,53,0.083,38,68,0.07,45,41,0.083,0,14,0,7,12,0.013,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,000405,1003,1,481130004051003,48113000405,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8973069,-96.8416744,30000,4.83,32.897307,-96.841642,1,rooftop,10923,"Pinocchio Dr",,,Dallas,TX,"Dallas County",75229,US,Dallas,386,63,140500,50176,0,14,0,57,59,0.148,0,14,0,30,41,0.078,9,13,0.023,0,14,0,0,14,0,0,14,0,0,14,0,0,14,0,8,15,0.021,53,45,0.137,34,27,0.088,18,21,0.047,31,28,0.08,146,56,0.378,2021,48,48113,Dallas,4819000,009609,1007,1,481130096091007,48113009609,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.6852748,-96.8919472,1100,14.67,32.685341,-96.891923,1,rooftop,4909,"S Cockrell Hill Rd",,,Dallas,TX,"Dallas County",75236,US,Dallas,829,159,46846,7792,69,101,0.083,32,50,0.039,0,14,0,55,68,0.066,16,26,0.019,0,14,0,140,147,0.169,22,37,0.027,109,95,0.131,126,118,0.152,10,19,0.012,24,43,0.029,92,93,0.111,34,47,0.041,48,82,0.058,52,77,0.063,2021,48,48113,Dallas,4819000,016534,2018,2,481130165342018,48113016534,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8091732,-96.7653616,500,0.19,32.809277,-96.765352,1,rooftop,5603,"Live Oak St",,,Dallas,TX,"Dallas County",75206,US,Dallas,836,115,74844,20239,20,23,0.024,9,13,0.011,73,67,0.087,0,14,0,7,11,0.008,12,18,0.014,23,24,0.028,60,53,0.072,58,55,0.069,56,49,0.067,101,47,0.121,89,45,0.106,64,40,0.077,59,40,0.071,66,37,0.079,139,78,0.166,2021,48,48113,Dallas,4819000,001101,3007,3,481130011013007,48113001101,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.6757497,-96.6180353,6000,12,32.675738,-96.618068,1,rooftop,2347,"Echo Lake Dr",,,Dallas,TX,"Dallas County",75253,US,Dallas,619,132,36768,3937,33,33,0.053,26,44,0.042,0,14,0,48,49,0.078,66,67,0.107,46,42,0.074,128,98,0.207,55,62,0.089,25,41,0.04,58,51,0.094,52,57,0.084,73,52,0.118,0,14,0,0,14,0,0,14,0,9,14,0.015,2021,48,48113,Dallas,4819000,017102,1028,1,481130171021028,48113017102,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7714059,-96.749625,120510,92.34,32.771339,-96.749582,1,rooftop,3822,"Frank St",,,Dallas,TX,"Dallas County",75210,US,Dallas,405,75,32861,11578,75,47,0.185,20,23,0.049,52,39,0.128,27,24,0.067,15,16,0.037,52,38,0.128,0,14,0,14,19,0.035,35,32,0.086,38,31,0.094,35,24,0.086,38,31,0.094,4,8,0.01,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,002702,2017,2,481130027032017,48113002703,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.6507497,-96.8787696,40000,0.32,32.650705,-96.878809,1,rooftop,7878,"Marvin D Love Fwy",,,Dallas,TX,"Dallas County",75237,US,Dallas,2354,241,21376,4124,546,239,0.232,293,125,0.124,256,146,0.109,314,124,0.133,126,95,0.054,92,100,0.039,195,141,0.083,41,67,0.017,12,20,0.005,201,183,0.085,94,91,0.04,74,68,0.031,40,65,0.017,11,16,0.005,47,72,0.02,12,20,0.005,2021,48,48113,Dallas,4819000,016635,3009,3,481130166353009,48113016635,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.6992733,-96.840795,125,0,32.699128,-96.841033,1,rooftop,3604,"Legendary Ln",,,Dallas,TX,"Dallas County",75224,US,Dallas,855,124,33920,11889,191,101,0.223,0,14,0,119,83,0.139,65,64,0.076,10,15,0.012,52,49,0.061,95,70,0.111,21,35,0.025,44,50,0.051,68,62,0.08,32,38,0.037,46,47,0.054,68,58,0.08,11,17,0.013,25,26,0.029,8,13,0.009,2021,48,48113,Dallas,4819000,006100,1014,1,481130061001014,48113006100,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8288458,-96.7751227,1000,0.21,32.828839,-96.775113,1,rooftop,5446,"Morningside Ave",,,Dallas,TX,"Dallas County",75206,US,Dallas,652,140,167375,44433,18,29,0.028,0,14,0,0,14,0,0,14,0,0,14,0,0,14,0,0,14,0,17,29,0.026,55,90,0.084,78,108,0.12,50,46,0.077,44,70,0.067,0,14,0,45,54,0.069,120,66,0.184,225,82,0.345,2021,48,48113,Dallas,4819000,000300,2014,2,481130003002014,48113000300,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.9992223,-96.856061,3000,0.58,32.999142,-96.856193,1,rooftop,18309,"Marsh Ln",,,Dallas,TX,"Denton County",75287,US,"Statewide TX",300,75,117500,17972,14,22,0.047,0,14,0,0,14,0,0,14,0,0,14,0,8,13,0.027,0,14,0,0,14,0,9,14,0.03,0,14,0,34,33,0.113,52,43,0.173,75,50,0.25,50,30,0.167,30,28,0.1,28,31,0.093,2021,48,48121,Dallas,4819000,021637,2002,2,481210216372002,48121021637,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.9250009,-96.7189209,3500,0.02,32.924759,-96.719091,1,rooftop,13015,"Audelia Rd",,,Dallas,TX,"Dallas County",75243,US,Dallas,921,113,35284,13418,124,73,0.135,71,57,0.077,66,59,0.072,56,44,0.061,89,56,0.097,52,50,0.056,22,24,0.024,27,32,0.029,8,13,0.009,24,34,0.026,73,53,0.079,108,68,0.117,70,49,0.076,27,20,0.029,79,46,0.086,25,22,0.027,2021,48,48113,Dallas,4819000,019034,1000,1,481130190341000,48113019034,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.9621342,-96.8171805,10000,0.02,32.962179,-96.817046,1,rooftop,5519,"Arapaho Rd",,,Dallas,TX,"Dallas County",75248,US,Dallas,1395,220,77486,9454,97,64,0.07,15,24,0.011,96,85,0.069,14,22,0.01,15,24,0.011,61,62,0.044,16,25,0.011,26,49,0.019,29,35,0.021,85,62,0.061,157,104,0.113,310,155,0.222,158,114,0.113,83,88,0.059,118,114,0.085,115,90,0.082,2021,48,48113,Dallas,4819000,013620,2011,2,481130136202011,48113013620,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8654449,-96.8567404,20000,1.02,32.865542,-96.856694,1,rooftop,3635,"Bolivar Dr",,,Dallas,TX,"Dallas County",75220,US,Dallas,553,96,29531,4758,18,29,0.033,87,51,0.157,17,27,0.031,47,42,0.085,118,68,0.213,45,40,0.081,35,38,0.063,21,24,0.038,34,36,0.061,63,44,0.114,7,11,0.013,15,25,0.027,46,42,0.083,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,009802,3017,3,481130098023017,48113009802,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7748134,-96.7458245,800,0.86,32.774773,-96.745821,1,rooftop,4318,"Frank St",,,Dallas,TX,"Dallas County",75210,US,Dallas,156,73,27857,24041,48,49,0.308,8,15,0.051,17,18,0.109,0,14,0,35,51,0.224,0,14,0,13,23,0.083,12,19,0.077,5,11,0.032,0,14,0,0,14,0,18,29,0.115,0,14,0,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,002701,1025,1,481130027031025,48113002703,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7812037,-96.8489815,30500,38.77,32.781217,-96.848956,1,rooftop,1819,"Nomas St",,,Dallas,TX,"Dallas County",75212,US,Dallas,574,122,31250,20214,133,91,0.232,9,14,0.016,0,14,0,57,54,0.099,64,64,0.111,58,54,0.101,0,14,0,0,14,0,32,58,0.056,104,86,0.181,80,62,0.139,12,17,0.021,0,14,0,0,14,0,0,14,0,25,25,0.044,2021,48,48113,Dallas,4819000,010101,1035,1,481130101011035,48113010101,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.6397039,-96.8337232,5000,18.32,32.639699,-96.83354,1,rooftop,8914,"Beckleycrest Ave",,,Dallas,TX,"Dallas County",75232,US,Dallas,511,240,34970,14733,107,98,0.209,0,14,0,11,34,0.022,97,91,0.19,0,14,0,41,66,0.08,70,118,0.137,63,105,0.123,16,44,0.031,0,14,0,37,68,0.072,69,80,0.135,0,14,0,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,016634,1041,1,481130166341041,48113016634,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7294307,-96.6470464,50,0.04,32.729409,-96.647027,1,rooftop,10212,"Pondwood Dr",,,Dallas,TX,"Dallas County",75217,US,Dallas,614,222,26051,9687,159,153,0.259,19,27,0.031,34,38,0.055,50,64,0.081,107,118,0.174,19,30,0.031,0,14,0,58,72,0.094,0,14,0,64,90,0.104,104,99,0.169,0,14,0,0,14,0,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,011801,2012,2,481130118012012,48113011801,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.6561441,-96.8306405,55000,43.94,32.656147,-96.830587,1,rooftop,7636,"Greenspan Dr",,,Dallas,TX,"Dallas County",75232,US,Dallas,555,100,44178,11482,46,40,0.083,9,14,0.016,86,56,0.155,11,20,0.02,40,32,0.072,37,39,0.067,14,17,0.025,47,36,0.085,22,35,0.04,105,77,0.189,27,27,0.049,55,49,0.099,15,24,0.027,12,20,0.022,29,43,0.052,0,14,0,2021,48,48113,Dallas,4819000,011105,1017,1,481130111051017,48113011105,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7594938,-96.8703042,3500,29.17,32.75943,-96.870277,1,rooftop,3004,"W Colorado Blvd",,,Dallas,TX,"Dallas County",75211,US,Dallas,469,113,68125,18597,9,14,0.019,0,14,0,22,32,0.047,74,47,0.158,18,29,0.038,0,14,0,0,14,0,0,14,0,43,41,0.092,47,75,0.1,97,72,0.207,60,54,0.128,61,62,0.13,0,14,0,38,35,0.081,0,14,0,2021,48,48113,Dallas,4819000,006900,3002,3,481130069003002,48113006900,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8037311,-96.8180001,0,0,32.803793,-96.818101,1,rooftop,2338,"Reagan St",,,Dallas,TX,"Dallas County",75219,US,Dallas,427,96,59042,19258,0,14,0,9,14,0.021,55,56,0.129,0,14,0,41,49,0.096,51,36,0.119,8,17,0.019,0,14,0,0,14,0,61,59,0.143,59,51,0.138,60,51,0.141,22,32,0.052,7,13,0.016,43,42,0.101,11,15,0.026,2021,48,48113,Dallas,4819000,000401,2007,2,481130004012007,48113000401,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7877239,-96.7948278,3000,0.14,32.787716,-96.794779,1,rooftop,717,"Leonard St",,,Dallas,TX,"Dallas County",75201,US,Dallas,257,51,123194,16351,21,28,0.082,0,14,0,5,7,0.019,0,14,0,5,7,0.019,10,10,0.039,0,14,0,4,6,0.016,0,14,0,23,15,0.089,13,11,0.051,22,16,0.086,32,16,0.125,39,28,0.152,36,27,0.14,47,21,0.183,2021,48,48113,Dallas,4819000,001701,1052,1,481130017051052,48113001705,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7923308,-96.7606577,30000,13.57,32.792181,-96.760588,1,rooftop,501,"S Fitzhugh Ave",,,Dallas,TX,"Dallas County",75223,US,Dallas,354,97,57500,30299,28,44,0.079,9,15,0.025,4,10,0.011,24,40,0.068,26,42,0.073,34,43,0.096,9,14,0.025,9,14,0.025,0,14,0,46,41,0.13,13,15,0.037,93,68,0.263,53,45,0.15,0,14,0,6,10,0.017,0,14,0,2021,48,48113,Dallas,4819000,002400,2025,2,481130024002025,48113002400,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.882159,-96.7721173,0,0,32.882053,-96.772302,1,rooftop,7865,"Firefall Way",,,Dallas,TX,"Dallas County",75230,US,Dallas,124,29,174107,32740,0,14,0,0,14,0,0,14,0,13,21,0.105,7,9,0.056,6,9,0.048,0,14,0,0,14,0,5,7,0.04,0,14,0,6,9,0.048,6,9,0.048,0,14,0,10,11,0.081,27,21,0.218,44,27,0.355,2021,48,48113,Dallas,4819000,013104,1003,1,481130131041003,48113013104,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7629822,-96.6755101,85000,72.96,32.76305,-96.675737,1,rooftop,8420,"Scyene Rd",,,Dallas,TX,"Dallas County",75227,US,Dallas,565,143,37987,15974,80,84,0.142,59,52,0.104,22,33,0.039,85,62,0.15,0,14,0,0,14,0,84,65,0.149,0,14,0,106,93,0.188,58,65,0.103,0,14,0,17,28,0.03,30,51,0.053,24,41,0.042,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,009001,1000,1,481130090011000,48113009001,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7842769,-96.8544693,3000,5.08,32.784314,-96.854457,1,rooftop,2025,"Kraft St",,,Dallas,TX,"Dallas County",75212,US,Dallas,419,98,38820,7797,45,47,0.107,6,10,0.014,48,54,0.115,10,16,0.024,0,14,0,49,55,0.117,85,68,0.203,10,16,0.024,0,14,0,28,44,0.067,49,49,0.117,83,62,0.198,0,14,0,6,10,0.014,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,010101,2025,2,481130101012025,48113010101,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8687357,-96.7718582,20,0,32.868597,-96.770735,0.99,nearest_street,,"US 75",,,Dallas,TX,"Dallas County",75204,US,"TIGER/Line® dataset from the US Census Bureau",769,93,68897,12125,51,37,0.066,46,42,0.06,22,22,0.029,56,50,0.073,0,14,0,23,22,0.03,46,33,0.06,17,19,0.022,14,16,0.018,32,28,0.042,116,66,0.151,61,32,0.079,14,16,0.018,24,20,0.031,24,21,0.031,223,66,0.29,2021,48,48113,Dallas,4819000,007801,1014,1,481130078011014,48113007801,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7041306,-96.8149062,150,0.16,32.704158,-96.815001,1,rooftop,3309,"S Marsalis Ave",,,Dallas,TX,"Dallas County",75216,US,Dallas,443,97,40341,21675,57,56,0.129,39,36,0.088,31,26,0.07,58,50,0.131,5,10,0.011,14,21,0.032,16,26,0.036,11,18,0.025,51,52,0.115,62,59,0.14,54,39,0.122,45,46,0.102,0,14,0,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,005902,1014,1,481130059021014,48113005902,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7792151,-96.8483068,25000,42.37,32.77911,-96.848295,1,rooftop,3015,"Vilbig Rd",,,Dallas,TX,"Dallas County",75212,US,Dallas,574,122,31250,20214,133,91,0.232,9,14,0.016,0,14,0,57,54,0.099,64,64,0.111,58,54,0.101,0,14,0,0,14,0,32,58,0.056,104,86,0.181,80,62,0.139,12,17,0.021,0,14,0,0,14,0,0,14,0,25,25,0.044,2021,48,48113,Dallas,4819000,010101,1040,1,481130101011040,48113010101,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7816544,-96.7360454,20000,40.97,32.781661,-96.736057,1,rooftop,3433,"Detonte St",,,Dallas,TX,"Dallas County",75223,US,Dallas,580,136,15152,5245,104,62,0.179,184,100,0.317,43,43,0.074,19,28,0.033,64,63,0.11,48,53,0.083,11,18,0.019,34,41,0.059,0,14,0,51,47,0.088,10,18,0.017,0,14,0,0,14,0,0,14,0,0,14,0,12,21,0.021,2021,48,48113,Dallas,4819000,002500,1010,1,481130025001010,48113002500,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.7816526,-96.7358992,5000,8.82,32.781661,-96.735854,1,rooftop,3441,"Detonte St",,,Dallas,TX,"Dallas County",75223,US,Dallas,580,136,15152,5245,104,62,0.179,184,100,0.317,43,43,0.074,19,28,0.033,64,63,0.11,48,53,0.083,11,18,0.019,34,41,0.059,0,14,0,51,47,0.088,10,18,0.017,0,14,0,0,14,0,0,14,0,0,14,0,12,21,0.021,2021,48,48113,Dallas,4819000,002500,1010,1,481130025001010,48113002500,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
33.0004839,-96.847035,8000,2.35,33.000485,-96.847054,1,rooftop,3843,"Walden Way",,,Dallas,TX,"Denton County",75287,US,"Statewide TX",701,176,58371,20817,0,14,0,0,14,0,0,14,0,0,14,0,97,87,0.138,9,16,0.013,0,14,0,111,98,0.158,88,96,0.126,67,51,0.096,61,85,0.087,57,47,0.081,35,42,0.05,23,31,0.033,18,27,0.026,135,89,0.193,2021,48,48121,Dallas,4819000,021635,3003,3,481210216353003,48121021635,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.9234996,-96.7174997,1000,0.01,32.924261,-96.717312,0.99,rooftop,13030,"Audelia Rd",,,Dallas,TX,"Dallas County",75243,US,Dallas,832,187,35108,8644,155,117,0.186,46,36,0.055,90,84,0.108,3,9,0.004,28,26,0.034,90,77,0.108,120,96,0.144,10,15,0.012,103,114,0.124,45,53,0.054,21,24,0.025,59,57,0.071,13,21,0.016,38,59,0.046,0,14,0,11,18,0.013,2021,48,48113,Dallas,4819000,019018,4002,4,481130190184002,48113019018,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.9317819,-96.7597711,500,0,32.931981,-96.759791,1,rooftop,13450,"Esperanza Rd",,,Dallas,TX,"Dallas County",75240,US,Dallas,434,96,31755,3496,20,22,0.046,26,33,0.06,66,53,0.152,26,29,0.06,46,39,0.106,98,59,0.226,38,37,0.088,14,22,0.032,25,27,0.058,35,42,0.081,40,40,0.092,0,14,0,0,14,0,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,019212,1000,1,481130192121000,48113019212,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8532935,-96.6499922,30000,1.08,32.853089,-96.650135,1,rooftop,11449,"Woodmeadow Pkwy",,,Dallas,TX,"Dallas County",75228,US,Dallas,1273,200,44688,7486,53,83,0.042,96,104,0.075,69,71,0.054,58,55,0.046,52,68,0.041,143,85,0.112,92,90,0.072,84,51,0.066,98,89,0.077,109,79,0.086,61,80,0.048,174,96,0.137,15,25,0.012,12,20,0.009,136,91,0.107,21,25,0.016,2021,48,48113,Dallas,4819000,012604,4000,4,481130126044000,48113012604,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8831153,-96.7709072,25000,0.38,32.882908,-96.770924,1,rooftop,10001,"N Central Expy",,,Dallas,TX,"Dallas County",75231,US,Dallas,461,55,64622,7119,6,9,0.013,21,26,0.046,28,27,0.061,14,21,0.03,19,15,0.041,22,13,0.048,25,19,0.054,8,14,0.017,30,26,0.065,21,16,0.046,96,48,0.208,53,30,0.115,32,22,0.069,53,30,0.115,10,11,0.022,23,24,0.05,2021,48,48113,Dallas,4819000,013104,1006,1,481130131041006,48113013104,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.8088091,-96.7468271,7500,0.03,32.809335,-96.747292,0.99,rooftop,6312,"Dysart Cir",,,Dallas,TX,"Dallas County",75214,US,Dallas,599,110,63618,13962,16,19,0.027,35,32,0.058,25,23,0.042,0,14,0,7,12,0.012,58,59,0.097,57,52,0.095,0,14,0,10,15,0.017,75,44,0.125,54,35,0.09,43,35,0.072,48,33,0.08,25,18,0.042,38,26,0.063,108,52,0.18,2021,48,48113,Dallas,4819000,001301,2005,2,481130013012005,48113001301,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
32.6748117,-96.7666096,0,0,32.674614,-96.766214,0.99,rooftop,5850,"Highland Hills Dr",,,Dallas,TX,"Dallas County",75241,US,Dallas,765,115,12552,9523,350,110,0.458,56,52,0.073,37,42,0.048,100,89,0.131,25,39,0.033,38,44,0.05,25,37,0.033,35,42,0.046,0,14,0,17,26,0.022,25,39,0.033,36,41,0.047,21,32,0.027,0,14,0,0,14,0,0,14,0,2021,48,48113,Dallas,4819000,011401,2001,2,481130114012001,48113011401,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
